megadbid,Area,state,latactdd,lonactdd,elevuse_m,coast_km,maxaug_c,mindec_c,continen,precip_cm,rh_ann,raindays,cmd10yr,ecoreg,hw_plot_LG,bahwdftac,pct_hwd,year,N,S,hdep5yroll,ph_5y_roll,3yrSO2ugm3,spp_rich,Sscores,Nscores,N(eutroph),N(mesotroph),N(oligotroph),%oligotrophs,%mesotrophs,%eutrophs,olig:eutro,olig+meso:eutro,N(intermediate),N(sensitive),N(tolerant),% sens,% inter,% tol,sens:tol,sens+inter:tol,N(Cya l),N(Cya s-m),N(For p),N(For sh),N(Mtx m-l),N(Mtx s),% Cya l,% Cya s-m,% For p,% For sh,% Mtx m-l,% Mtx s,% Cya,% For
3348,West,Washington,45.74,-121.81,129,110,26,-1,27,169,66.1975,157,392,8,1,,,2003,6.77,2.13,0.08508868,5.2678748,1.213,28,5.025625943,,12,9,3,0.125,0.375,0.5,0.25,1,1,14,8,0.608695652,0.043478261,0.347826087,1.75,1.875,3,0,1,4,15,2,0.12,0,0.04,0.16,0.6,0.08,0.12,0.2
3000,West,Oregon,45.54,-122.37,9,89,26,1,25,121,71.2077,145,392,4,1,,,2004,7.98,3,0.0585079,5.2631808,2.135,18,5.629770477,,13,2,0,0,0.133333333,0.866666667,0,0.153846154,1,7,6,0.5,0.071428571,0.428571429,1.166666667,1.333333333,1,0,0,3,9,2,0.066666667,0,0,0.2,0.6,0.133333333,0.066666667,0.2
3154,West,Washington,47.55,-122.25,25,9,24,2,22,92,71.2077,140,377,4,1,,,2007,11.46,3.67,0.05650468,5.22136,2.848,11,7.108646265,9.382726989,8,1,1,0.1,0.1,0.8,0.125,0.25,0,3,7,0.3,0,0.7,0.428571429,0.428571429,0,0,0,2,6,2,0,0,0,0.2,0.6,0.2,0,0.2
4114,West,Washington,47.17,-122.55,30,4,24,1,23,105,76.128,142,383,4,0,,,1997,7.88,3.3,0.10164708,5.07623575,3.299,18,5.281143714,,7,7,4,0.222222222,0.388888889,0.388888889,0.571428571,1.571428571,3,8,4,0.533333333,0.2,0.266666667,2,2.75,0,0,0,5,12,1,0,0,0,0.277777778,0.666666667,0.055555556,0,0.277777778
2530,West,Oregon,43,-122.56,975,127,28,-2,30,134,53.1638,130,376,8,1,,,2000,2.35,0.7,0.0782089,5.3220722,0.345,26,2.85479291,,2,5,16,0.695652174,0.217391304,0.086956522,8,10.5,0,18,4,0.818181818,0,0.181818182,4.5,4.5,5,0,3,2,12,1,0.217391304,0,0.130434783,0.086956522,0.52173913,0.043478261,0.217391304,0.217391304
4028,West,Washington,47.55,-122.25,15,9,24,2,22,92,71.2077,140,383,4,1,,,2000,11.7,5.69,0.08763366,5.097684,4.784,18,7.642038941,,11,5,0,0,0.3125,0.6875,0,0.454545455,2,3,10,0.2,0.133333333,0.666666667,0.3,0.5,0,0,0,5,10,2,0,0,0,0.294117647,0.588235294,0.117647059,0,0.294117647
105110,West,Idaho,44.64,-115.11,1920,598,23,-12,35,87,59.6493,107,405,8,0,,,2002,1.96,0.46,0.028102004,,0.133,5,0.38,2.018290598,0,0,5,1,0,0,,,0,5,0,1,0,0,,,0,0,2,1,1,1,0,0,0.4,0.2,0.2,0.2,0,0.6
2199,West,Washington,45.94,-121.62,823,116,24,-4,28,152,65.5168,115,389,8,1,,,1996,2.81,0.7,0.08435804,5.220218,0.354,16,2.496008101,3.992332233,2,3,9,0.642857143,0.214285714,0.142857143,4.5,6,1,9,2,0.75,0.083333333,0.166666667,4.5,5,0,0,3,1,8,2,0,0,0.214285714,0.071428571,0.571428571,0.142857143,0,0.285714286
1162,West,Oregon,43.39,-122.56,640,121,27,-1,28,135,75.6117,150,377,8,1,,,1998,2.19,0.75,0.1052987,5.2999382,0.206,30,4.173474347,,4,7,17,0.607142857,0.25,0.142857143,4.25,6,3,17,5,0.68,0.12,0.2,3.4,4,4,2,3,5,14,1,0.137931035,0.068965517,0.103448276,0.172413793,0.482758621,0.034482759,0.206896552,0.275862069
103307,West,Oregon,44.43,-118.43,1981,396,23,-10,33,90,55.8173,113,398,8,0,,,2001,2.54,0.52,0.03939686,5.305092,0.149,18,0.754468424,2.740385864,0,3,13,0.8125,0.1875,0,,,0,16,0,1,0,0,,,0,0,6,2,7,2,0,0,0.352941177,0.117647059,0.411764706,0.117647059,0,0.470588235
2200,West,Washington,45.94,-121.62,823,116,24,-4,28,152,65.5168,115,379,8,1,,,2005,2.62,0.66,0.07144642,5.2792922,0.311,16,3.266206897,3.785181708,4,3,8,0.533333333,0.2,0.266666667,2,2.75,0,8,5,0.615384615,0,0.384615385,1.6,1.6,0,0,3,2,8,2,0,0,0.2,0.133333333,0.533333333,0.133333333,0,0.333333333
2640,West,Oregon,44.37,-123.79,110,22,26,2,24,210,76.2966,149,391,4,1,,,1996,3.65,1.23,0.0926871,5.340355,0.431,32,4.052349644,,6,4,14,0.583333333,0.166666667,0.25,2.333333333,3,3,16,4,0.695652174,0.130434783,0.173913044,4,4.75,10,1,3,2,7,3,0.384615385,0.038461539,0.115384615,0.076923077,0.269230769,0.115384615,0.423076923,0.192307692
3745,West,Washington,46.91,-122.92,34,17,25,0,25,126,76.128,155,386,4,1,,,1996,6.23,2.65,0.1007889,5.09759525,1.49,19,6.768876977,,10,4,3,0.176470588,0.235294118,0.588235294,0.3,0.7,3,5,8,0.3125,0.1875,0.5,0.625,1,0,0,0,4,12,2,0,0,0,0.222222222,0.666666667,0.111111111,0,0.222222222
4023,West,Oregon,45.55,-122.37,15,88,27,1,26,115,71.2077,144,395,4,1,,,1996,7.98,3,0.07352872,5.23868575,2.212,20,5.986887129,,14,3,1,0.055555556,0.166666667,0.777777778,0.071428571,0.285714286,3,5,7,0.333333333,0.2,0.466666667,0.714285714,1.142857143,1,0,0,3,12,2,0.055555556,0,0,0.166666667,0.666666667,0.111111111,0.055555556,0.166666667
102648,West,Oregon,42.16,-122.83,1372,106,24,0,24,86,61.1814,122,365,8,0,,,1998,2.71,0.61,0.05258406,5.345579,0.336,20,3.069834248,5.724649234,7,2,10,0.52631579,0.105263158,0.368421053,1.428571429,1.714285714,2,11,4,0.647058824,0.117647059,0.235294118,2.75,3.25,0,1,6,2,7,3,0,0.052631579,0.315789474,0.105263158,0.368421053,0.157894737,0.052631579,0.421052632
103787,West,Montana,46.37,-111.26,1701,802,24,-11,35,46,51.7472,86,392,8,0,,,2007,1.95,0.45,0.02262924,5.3687346,0.232,13,2.713022052,3.999717639,2,2,7,0.636363636,0.181818182,0.181818182,3.5,4.5,0,9,2,0.818181818,0,0.181818182,4.5,4.5,0,1,1,4,5,1,0,0.083333333,0.083333333,0.333333333,0.416666667,0.083333333,0.083333333,0.416666667
3463,West,Oregon,45.57,-122.76,94,70,26,1,25,120,71.2077,151,390,4,1,,,1996,8.88,6.47,0.06509576,5.2517365,5.991,21,8.004934621,,11,5,0,0,0.3125,0.6875,0,0.454545455,0,5,10,0.333333333,0,0.666666667,0.5,0.5,0,0,0,5,8,5,0,0,0,0.277777778,0.444444444,0.277777778,0,0.277777778
4182,West,Washington,47.03,-122.88,61,4,25,0,25,128,76.128,153,390,4,1,,,1997,6.46,2.8,0.11465924,5.0972265,2.204,21,6.037988299,,10,5,4,0.210526316,0.263157895,0.52631579,0.4,0.9,2,9,6,0.529411765,0.117647059,0.352941177,1.5,1.833333333,0,0,1,4,12,2,0,0,0.052631579,0.210526316,0.631578947,0.105263158,0,0.263157895
1144,West,Oregon,43.34,-122.22,1280,146,26,-4,30,167,60.9314,137,393,8,0,,,1998,2.2,0.65,0.10786486,5.2870194,0.222,17,2.266786679,,2,5,9,0.5625,0.3125,0.125,4.5,7,0,12,3,0.8,0,0.2,4,4,0,0,2,2,10,2,0,0,0.125,0.125,0.625,0.125,0,0.25
3428,West,Washington,47.42,-122.31,58,1,24,1,23,97,71.0098,142,382,4,1,,,1999,12.3,8.16,0.09653678,5.1191186,8.112,17,7.494868102,,8,4,3,0.2,0.266666667,0.533333333,0.375,0.875,0,4,10,0.285714286,0,0.714285714,0.4,0.4,0,0,0,2,10,4,0,0,0,0.125,0.625,0.25,0,0.125
4048,West,Washington,47.24,-122.49,79,4,24,1,23,105,76.128,143,383,4,1,,,2000,8.17,4.35,0.11220512,5.0576376,4.364,9,6.776933908,,5,3,1,0.111111111,0.333333333,0.555555556,0.2,0.8,1,2,5,0.25,0.125,0.625,0.4,0.6,0,0,1,1,5,2,0,0,0.111111111,0.111111111,0.555555556,0.222222222,0,0.222222222
103633,West,Oregon,45.11,-119.53,1372,290,24,-6,30,52,60.6792,97,380,8,0,,,2001,2.47,0.51,0.02869722,5.2765226,0.247,16,1.560527196,3.261378099,1,3,11,0.733333333,0.2,0.066666667,11,14,0,13,2,0.866666667,0,0.133333333,6.5,6.5,0,0,4,2,8,2,0,0,0.25,0.125,0.5,0.125,0,0.375
105095,West,Idaho,43.93,-115.69,1981,602,23,-10,33,126,56.091,121,398,8,0,,,2002,2.89,0.76,0.04215294,,0.142,6,0.38,2.393029703,0,0,6,1,0,0,,,0,6,0,1,0,0,,,0,0,1,2,2,1,0,0,0.166666667,0.333333333,0.333333333,0.166666667,0,0.5
1561,West,Oregon,43.97,-121.53,1646,195,23,-7,30,102,69.7819,105,370,8,0,,,2004,1.93,0.39,0.03420744,5.3272886,0.204,8,0.38,1.724413642,0,0,8,1,0,0,,,0,8,0,1,0,0,,,0,1,4,2,0,1,0,0.125,0.5,0.25,0,0.125,0.125,0.75
1081,West,Oregon,43.19,-121.95,1829,168,23,-7,30,111,60.1686,121,409,8,0,,,2010,1.58,0.3,0.04912782,5.3481148,0.138,14,0.633636364,2.125087831,1,1,11,0.846153846,0.076923077,0.076923077,11,12,0,13,1,0.928571429,0,0.071428571,13,13,0,0,6,1,6,1,0,0,0.428571429,0.071428571,0.428571429,0.071428571,0,0.5
4157,West,Washington,45.74,-122.69,61,58,26,1,25,113,66.4204,149,393,4,1,,,1996,6.58,3.16,0.07114286,5.240604,3.516,13,6.465141969,,9,3,1,0.076923077,0.230769231,0.692307692,0.111111111,0.444444444,2,4,6,0.333333333,0.166666667,0.5,0.666666667,1,0,0,1,3,7,2,0,0,0.076923077,0.230769231,0.538461539,0.153846154,0,0.307692308
103233,West,Idaho,44.94,-113.92,2378,663,22,-11,33,55,55.8173,94,394,8,0,,,1996,1.64,0.38,0.02554428,5.29385375,0.111,5,0.38,2.6856863,0,1,4,0.8,0.2,0,,,0,5,0,1,0,0,,,0,0,2,1,1,1,0,0,0.4,0.2,0.2,0.2,0,0.6
105038,West,Colorado,38.77,-106.98,3038,950,20,-13,33,70,37.6585,115,350,8,1,,,2000,3.58,1.18,0.06809972,,0.239,6,3.62439694,9.194151815,1,2,0,0,0.666666667,0.333333333,0,2,0,4,1,0.8,0,0.2,4,4,0,0,0,1,4,0,0,0,0,0.2,0.8,0,0,0.2
104180,West,Washington,48.56,-118.29,1006,288,26,-9,35,61,56.3625,103,391,8,0,,,2001,1.93,0.58,0.04402452,5.1874684,0.307,24,2.874599598,3.771424804,3,3,17,0.739130435,0.130434783,0.130434783,5.666666667,6.666666667,0,16,4,0.8,0,0.2,4,4,0,1,7,3,10,2,0,0.043478261,0.304347826,0.130434783,0.434782609,0.086956522,0.043478261,0.434782609
3191,West,Washington,47.14,-120.92,1219,103,23,-6,29,110,65.0528,126,376,8,0,,,2008,2.77,0.52,0.05397574,5.2376552,0.215,23,2.575409836,3.231687457,2,3,15,0.75,0.15,0.1,7.5,9,1,13,4,0.722222222,0.055555556,0.222222222,3.25,3.5,0,0,6,1,10,4,0,0,0.285714286,0.047619048,0.476190476,0.190476191,0,0.333333333
104833,West,Wyoming,42.86,-109.58,2344,1054,23,-17,40,49,54.23223951,1.54,411,8,0,,,2010,3.43,1.23,0.02457724,5.302794,0.205,12,2.861693411,5.925238095,2,0,6,0.75,0,0.25,3,3,0,6,2,0.75,0,0.25,3,3,0,0,2,2,3,2,0,0,0.222222222,0.222222222,0.333333333,0.222222222,0,0.444444444
102914,West,Oregon,43.88,-119.56,1737,344,23,-10,33,64,60.1686,92,404,8,0,,,2001,1.96,0.4,0.03440698,5.2992658,0.135,10,1.366234088,3.323160176,1,0,8,0.888888889,0,0.111111111,8,8,0,9,1,0.9,0,0.1,9,9,0,0,2,3,3,2,0,0,0.2,0.3,0.3,0.2,0,0.5
100938,West,Colorado,37.97,-108.38,2454,816,25,-12,37,57,44.6935,86,433,8,1,,,2004,4.07,1.3,0.03592062,5.1631938,0.403,7,2.246872898,8.581963696,2,2,1,0.2,0.4,0.4,0.5,1.5,0,5,0,1,0,0,,,0,0,0,0,3,3,0,0,0,0,0.5,0.5,0,0
102899,West,Idaho,43.74,-115.14,2013,649,25,-11,36,89,55.8173,101,452,8,0,,,2005,2.86,0.86,0.0220277,5.57421,0.163,5,0.38,,0,1,3,0.75,0.25,0,,,0,5,0,1,0,0,,,0,0,1,1,3,0,0,0,0.2,0.2,0.6,0,0,0.4
1408,West,Oregon,43.78,-122.56,549,118,27,-1,28,143,66.1975,152,381,8,1,,,1997,3.03,0.91,0.08474894,5.31209375,0.374,28,4.335659648,,6,9,9,0.375,0.375,0.25,1.5,3,1,17,6,0.708333333,0.041666667,0.25,2.833333333,3,1,0,4,6,13,2,0.038461539,0,0.153846154,0.230769231,0.5,0.076923077,0.038461539,0.384615385
1140,West,Oregon,43.34,-122.56,1219,121,25,-3,28,153,61.6753,144,382,8,0,,,1999,2,0.69,0.09577504,5.3155152,0.22,16,2.049116049,,0,4,10,0.714285714,0.285714286,0,,,0,11,1,0.916666667,0,0.083333333,11,11,0,1,4,0,8,1,0,0.071428571,0.285714286,0,0.571428571,0.071428571,0.071428571,0.285714286
3979,West,Washington,47,-122.88,63,7,25,0,25,127,76.128,154,392,4,1,,,2000,6.23,2.65,0.1336368,5.0627314,1.49,18,6.63792291,,8,6,2,0.125,0.375,0.5,0.25,1,1,7,7,0.466666667,0.066666667,0.466666667,1,1.142857143,0,0,1,3,11,2,0,0,0.058823529,0.176470588,0.647058824,0.117647059,0,0.235294118
102688,West,Oregon,42.3,-124.03,244,28,28,0,28,257,66.4204,145,409,8,1,,,2000,2.84,0.9,0.12969712,5.3586116,0.292,6,3.944893313,4.016056106,1,1,1,0.333333333,0.333333333,0.333333333,1,2,1,4,1,0.666666667,0.166666667,0.166666667,4,5,1,0,0,1,1,3,0.166666667,0,0,0.166666667,0.166666667,0.5,0.166666667,0.166666667
1375,West,Oregon,43.73,-122.49,610,123,26,-1,27,139,66.1975,148,396,8,1,,,2005,3.06,0.99,0.0468814,5.344208,0.366,28,4.042250958,,5,7,14,0.538461539,0.269230769,0.192307692,2.8,4.2,3,17,4,0.708333333,0.125,0.166666667,4.25,5,9,1,2,2,12,1,0.333333333,0.037037037,0.074074074,0.074074074,0.444444444,0.037037037,0.37037037,0.148148148
104904,West,Idaho,44.81,-114.22,2160,648,23,-12,35,61,64.341,96,407,8,0,,,2006,2.51,0.67,0.01897666,5.5015942,0.167,11,2.183664266,5.484114412,1,2,5,0.625,0.25,0.125,5,7,0,8,1,0.888888889,0,0.111111111,8,8,0,0,2,2,4,1,0,0,0.222222222,0.222222222,0.444444444,0.111111111,0,0.444444444
104918,West,Idaho,46.23,-115.51,645,505,30,-5,35,82,60.9314,145,400,8,1,,,2006,3.32,1.23,0.04363082,5.3676052,0.251,20,4.558377191,4.591502261,3,5,9,0.529411765,0.294117647,0.176470588,3,4.666666667,1,10,5,0.625,0.0625,0.3125,2,2.2,3,0,1,2,9,3,0.166666667,0,0.055555556,0.111111111,0.5,0.166666667,0.166666667,0.166666667
3432,West,Washington,47.15,-121.03,838,95,24,-6,30,105,60.9314,138,372,8,1,,,2008,2.73,0.58,0.03932672,5.2343938,0.222,23,2.738874887,3.406388762,3,3,16,0.727272727,0.136363636,0.136363636,5.333333333,6.333333333,1,14,4,0.736842105,0.052631579,0.210526316,3.5,3.75,0,0,6,2,12,2,0,0,0.272727273,0.090909091,0.545454546,0.090909091,0,0.363636364
1150,West,Oregon,43.34,-121.95,1737,167,23,-7,30,134,64.8176,126,377,8,0,,,1996,1.63,0.33,0.07616916,5.27424975,0.187,19,0.952167299,2.347569027,0,2,16,0.888888889,0.111111111,0,,,0,16,1,0.941176471,0,0.058823529,16,16,0,0,6,2,6,4,0,0,0.333333333,0.111111111,0.333333333,0.222222222,0,0.444444444
104161,West,Washington,48.52,-117.33,762,354,27,-7,34,78,69.9914,121,411,8,1,,,1999,2.53,0.77,0.06887532,5.2116612,0.244,29,4.576130376,5.416072794,8,5,12,0.48,0.2,0.32,1.5,2.125,2,12,9,0.52173913,0.086956522,0.391304348,1.333333333,1.555555556,0,1,4,4,14,3,0,0.038461539,0.153846154,0.153846154,0.538461539,0.115384615,0.038461539,0.307692308
3996,West,Washington,47.28,-122.49,91,1,24,1,23,106,71.2077,142,385,4,0,,,2000,11.78,9.63,0.10416004,5.0647294,9.092,16,7.34701131,,9,5,2,0.125,0.3125,0.5625,0.222222222,0.777777778,2,4,7,0.307692308,0.153846154,0.538461539,0.571428571,0.857142857,0,0,0,4,10,2,0,0,0,0.25,0.625,0.125,0,0.25
102851,West,Wyoming,43.17,-110.82,2347,956,23,-12,35,65,51.1663,113,386,8,0,,,2003,3.14,1.48,0.02933984,5.3598664,1.098,8,1.862435386,4.26716486,1,2,5,0.625,0.25,0.125,5,7,0,7,1,0.875,0,0.125,7,7,0,1,2,2,2,1,0,0.125,0.25,0.25,0.25,0.125,0.125,0.5
103993,West,Montana,47.98,-114.23,1101,570,25,-8,33,47,65.2858,108,381,8,0,,,2003,2.03,0.78,0.02446792,5.2549494,0.445,20,3.517083881,4.938497154,4,4,9,0.529411765,0.235294118,0.235294118,2.25,3.25,0,12,6,0.666666667,0,0.333333333,2,2,0,1,4,2,8,4,0,0.052631579,0.210526316,0.105263158,0.421052632,0.210526316,0.052631579,0.315789474
103807,West,Idaho,46.13,-114.99,764,544,29,-8,37,80,52.6032,132,399,8,0,,,2008,2.19,0.66,0.03276442,5.3977924,0.329,17,3.949930482,4.40629813,2,3,7,0.583333333,0.25,0.166666667,3.5,5,0,9,4,0.692307692,0,0.307692308,2.25,2.25,2,0,2,0,6,4,0.142857143,0,0.142857143,0,0.428571429,0.285714286,0.142857143,0.142857143
105101,West,Wyoming,44.92,-109.73,2092,951,23,-15,38,47,47.341,107,359,8,0,,,2002,3.5,1.17,0.02053854,,0.168,12,1.675028289,5.217271093,2,2,6,0.6,0.2,0.2,3,4,1,9,1,0.818181818,0.090909091,0.090909091,9,10,0,2,1,3,5,0,0,0.181818182,0.090909091,0.272727273,0.454545455,0,0.181818182,0.363636364
3194,West,Washington,47.15,-121.01,884,96,24,-6,30,106,65.0528,133,375,8,1,,,2008,2.73,0.58,0.0339925,5.2343938,0.222,27,3.31775134,4.000927839,5,4,16,0.64,0.16,0.2,3.2,4,0,16,7,0.695652174,0,0.304347826,2.285714286,2.285714286,0,1,7,2,13,3,0,0.038461539,0.269230769,0.076923077,0.5,0.115384615,0.038461539,0.346153846
104885,West,Utah,39.89,-111.35,2632,843,23,-12,35,69,47.6427,88,468,8,0,,,2010,4.19,1.09,0.0248327,5.5056252,0.317,7,3.939279928,10.86814448,3,0,1,0.25,0,0.75,0.333333333,0.333333333,1,3,1,0.6,0.2,0.2,3,4,0,0,0,0,5,0,0,0,0,0,1,0,0,0
1098,West,Oregon,43.24,-122.22,1341,147,26,-5,31,139,60.9314,133,395,8,0,,,1998,1.99,0.57,0.09328316,5.284884,0.189,22,2.514636885,,1,5,14,0.7,0.25,0.05,14,19,0,16,2,0.888888889,0,0.111111111,8,8,0,1,4,1,11,3,0,0.05,0.2,0.05,0.55,0.15,0.05,0.25
103368,West,Oregon,44.47,-122.96,122,83,27,1,26,120,76.128,148,388,4,1,,,1998,5.88,1.18,0.07145944,5.3553618,1.016,19,5.798315462,8.39641757,10,5,2,0.117647059,0.294117647,0.588235294,0.2,0.7,2,8,6,0.5,0.125,0.375,1.333333333,1.666666667,3,1,1,3,9,0,0.176470588,0.058823529,0.058823529,0.176470588,0.529411765,0,0.235294118,0.235294118
101601,West,Colorado,39.8,-105.49,2586,1108,22,-10,32,47,44.6935,99,360,8,1,,,2002,5.63,1.92,0.04211974,5.089325,0.598,7,2.673923267,8.831180051,2,3,0,0,0.6,0.4,0,1.5,0,5,0,1,0,0,,,0,0,0,1,3,2,0,0,0,0.166666667,0.5,0.333333333,0,0.166666667
1194,West,Oregon,43.44,-122.36,884,136,28,-2,30,141,57.4279,147,416,8,0,,,2005,2.44,0.75,0.06193756,5.3513568,0.216,32,3.426916564,,3,6,18,0.666666667,0.222222222,0.111111111,6,8,2,19,3,0.791666667,0.083333333,0.125,6.333333333,7,6,0,7,2,11,3,0.206896552,0,0.24137931,0.068965517,0.379310345,0.103448276,0.206896552,0.310344828
102590,West,Idaho,42.86,-111.12,2099,953,24,-14,38,59,51.4578,110,451,8,1,,,2008,3.26,1.02,0.02825254,5.4682678,0.484,8,1.449141914,5.878560078,1,1,4,0.666666667,0.166666667,0.166666667,4,5,0,6,1,0.857142857,0,0.142857143,6,6,0,0,2,1,4,0,0,0,0.285714286,0.142857143,0.571428571,0,0,0.428571429
881,West,Oregon,42.53,-120.83,2134,266,22,-8,30,75,64.8176,101,433,8,0,,,2012,2.28,0.51,0.034402849,5.3627386,0.076,12,0.72875,2.477679685,0,1,10,0.909090909,0.090909091,0,,,0,11,0,1,0,0,,,0,0,4,2,4,1,0,0,0.363636364,0.181818182,0.363636364,0.090909091,0,0.545454546
1051,West,Oregon,43.14,-122.56,884,123,28,-2,30,129,57.1647,140,385,8,1,,,1999,2.19,0.68,0.0885558,5.3194462,0.237,18,2.70990159,,1,4,11,0.6875,0.25,0.0625,11,15,1,12,2,0.8,0.066666667,0.133333333,6,6.5,0,0,4,1,9,3,0,0,0.235294118,0.058823529,0.529411765,0.176470588,0,0.294117647
102963,West,Oregon,43.29,-123.64,549,39,26,2,24,193,71.2077,140,398,4,1,,,2001,2.8,0.74,0.06643284,5.3301896,0.336,17,4.473430321,5.88689769,3,8,4,0.266666667,0.533333333,0.2,1.333333333,4,0,11,4,0.733333333,0,0.266666667,2.75,2.75,0,0,4,3,8,1,0,0,0.25,0.1875,0.5,0.0625,0,0.4375
104929,West,Idaho,48.03,-116.6,847,402,25,-7,32,78,60.9314,114,428,8,1,,,2007,3.52,0.95,0.03431594,5.2954438,0.49,29,3.587127861,4.966433951,4,6,15,0.6,0.24,0.16,3.75,5.25,0,17,6,0.739130435,0,0.260869565,2.833333333,2.833333333,0,1,5,3,13,4,0,0.038461539,0.192307692,0.115384615,0.5,0.153846154,0.038461539,0.307692308
103206,West,Wyoming,44.93,-110.3,2054,911,24,-14,38,33,47.341,110,370,8,0,,,1997,3.6,1.24,0.0235171,5.288265,0.187,7,1.991107111,5.077380638,1,1,3,0.6,0.2,0.2,3,4,1,5,1,0.714285714,0.142857143,0.142857143,5,6,0,0,1,2,3,1,0,0,0.142857143,0.285714286,0.428571429,0.142857143,0,0.428571429
102942,West,Oregon,43.29,-122.15,1311,152,26,-6,32,150,60.9314,131,396,8,0,,,1998,1.99,0.57,0.09702048,5.2816228,0.189,13,0.851801305,2.662564116,0,2,11,0.846153846,0.153846154,0,,,0,12,1,0.923076923,0,0.076923077,12,12,0,1,6,1,4,1,0,0.076923077,0.461538462,0.076923077,0.307692308,0.076923077,0.076923077,0.538461539
3066,West,Washington,48.97,-117.64,419,337,29,-5,34,61,65.2858,115,412,8,1,,,2003,2.21,2.25,0.03927346,5.2494896,2.333,15,4.041875,4.511501834,3,1,8,0.666666667,0.083333333,0.25,2.666666667,3,0,7,6,0.538461539,0,0.461538462,1.166666667,1.166666667,0,1,3,1,6,3,0,0.071428571,0.214285714,0.071428571,0.428571429,0.214285714,0.071428571,0.285714286
1657,West,Oregon,44.17,-121.66,1433,183,24,-6,30,86,52.3199,107,393,8,0,,,2004,2.25,0.43,0.03439866,5.3215648,0.19,28,2.340031503,3.523052805,3,4,19,0.730769231,0.153846154,0.115384615,6.333333333,7.666666667,0,18,4,0.818181818,0,0.181818182,4.5,4.5,0,1,9,3,10,3,0,0.038461539,0.346153846,0.115384615,0.384615385,0.115384615,0.038461539,0.461538462
1216,West,Oregon,43.49,-122.42,671,131,28,-2,30,126,61.6753,149,392,8,0,,,2004,2.26,0.75,0.05903218,5.3415718,0.222,36,3.459453083,,7,9,17,0.515151515,0.272727273,0.212121212,2.428571429,3.714285714,4,22,4,0.733333333,0.133333333,0.133333333,5.5,6.5,6,1,7,3,15,1,0.181818182,0.03030303,0.212121212,0.090909091,0.454545455,0.03030303,0.212121212,0.303030303
2188,West,Washington,45.89,-121.62,762,117,24,-3,27,154,65.7457,119,390,8,1,,,2005,3.82,0.95,0.06583624,5.2805218,0.434,31,3.466278393,4.33885788,4,7,17,0.607142857,0.25,0.142857143,4.25,6,1,18,6,0.72,0.04,0.24,3,3.166666667,0,0,6,4,17,2,0,0,0.206896552,0.137931035,0.586206897,0.068965517,0,0.344827586
103990,West,Montana,47.38,-114.68,1699,544,22,-8,30,79,65.0528,119,422,8,0,,,2007,2.29,0.61,0.03086988,5.3346042,0.208,12,1.31,2.977240241,1,0,10,0.909090909,0,0.090909091,10,10,0,10,1,0.909090909,0,0.090909091,10,10,0,0,3,2,6,1,0,0,0.25,0.166666667,0.5,0.083333333,0,0.416666667
1127,West,Oregon,43.29,-122.15,1280,152,26,-6,32,150,60.9314,131,420,8,1,,,2010,2.25,0.73,0.06237448,5.3510722,0.151,26,2.643705881,3.219620894,2,6,15,0.652173913,0.260869565,0.086956522,7.5,10.5,1,15,3,0.789473684,0.052631579,0.157894737,5,5.333333333,1,0,8,1,11,2,0.043478261,0,0.347826087,0.043478261,0.47826087,0.086956522,0.043478261,0.391304348
104154,West,Washington,48.14,-117.57,823,333,26,-8,34,66,56.632,114,411,8,0,,,2000,2.77,0.64,0.0587936,5.2180378,0.323,29,3.779509384,4.951226224,6,5,15,0.576923077,0.192307692,0.230769231,2.5,3.333333333,0,17,7,0.708333333,0,0.291666667,2.428571429,2.428571429,0,0,7,3,15,3,0,0,0.25,0.107142857,0.535714286,0.107142857,0,0.357142857
101617,West,Colorado,39.66,-106.11,2873,1066,21,-15,36,47,47.0373,114,403,8,1,,,2003,4.58,1.48,0.02874146,5.1475368,0.347,7,4.49460126,8.777693652,3,1,1,0.2,0.2,0.6,0.333333333,0.666666667,0,3,2,0.6,0,0.4,1.5,1.5,0,0,0,1,3,1,0,0,0,0.2,0.6,0.2,0,0.2
1139,West,Oregon,43.34,-122.63,1097,116,26,-2,28,142,70.6083,147,420,8,1,,,2007,2.21,0.91,0.05621786,5.3584978,0.416,19,3.401360636,,2,3,10,0.666666667,0.2,0.133333333,5,6.5,1,11,3,0.733333333,0.066666667,0.2,3.666666667,4,1,0,3,2,9,1,0.0625,0,0.1875,0.125,0.5625,0.0625,0.0625,0.3125
104847,West,Wyoming,43.02,-109.78,2288,1032,23,-18,41,57,51.61953168,1.24,430,8,0,,,2011,3.42,1.14,0.0255396,5.287009,0.194,15,2.67572669,5.023597818,5,2,6,0.461538462,0.153846154,0.384615385,1.2,1.6,0,9,4,0.692307692,0,0.307692308,2.25,2.25,0,0,1,3,9,2,0,0,0.066666667,0.2,0.6,0.133333333,0,0.266666667
103311,West,Oregon,44.68,-118.48,1615,380,25,-9,34,67,52.0346,120,396,8,1,,,1998,1.73,0.37,0.04443558,5.2819708,0.154,11,0.65,2.099983269,0,0,7,1,0,0,,,0,8,1,0.888888889,0,0.111111111,8,8,0,0,2,2,3,2,0,0,0.222222222,0.222222222,0.333333333,0.222222222,0,0.444444444
