Plot,maxaug_c,mindec_c,continen,precip_cm,N
105181,26,-4,30,119,10.8
105183,30,-3,33,109,12.79
105184,30,-3,33,115,11.5
105185,24,-16,40,71,6.87
105186,24,-18,42,67,5.52
105187,25,-17,42,62,6.52
105188,24,-17,41,71,6.92
105189,25,-17,42,69,7.27
105190,21,-17,38,84,5.89
105191,25,-16,41,69,8.62
105192,25,-17,42,66,6.84
105193,24,-18,42,71,6.32
105194,24,-17,41,67,6.09
105195,23,-17,40,75,6.42
105196,24,-19,43,58,5.9
105197,24,-18,42,72,6.23
105198,24,-18,42,71,5.18
105199,26,-16,42,67,9.49
105204,32,4,28,129,9.03
105205,30,-3,33,115,11.5
105246,18,-14,32,62,2.93
105248,26,-11,37,53,6.14
105270,25,-7,32,114,12.81
105272,25,-7,32,114,12.85
105273,24,-8,32,115,12.81
105274,24,-8,32,115,13.42
105275,23,-8,31,120,12.8
105276,24,-8,32,115,13.27
105288,28,-9,37,74,2.59
105346,24,-8,32,116,12.18
105357,25,-8,33,114,12.57
105365,25,-7,32,115,13.31
105368,25,-8,33,113,12.57
105373,25,-7,32,113,13.28
105376,25,-7,32,114,12.7
105381,26,-7,33,112,13.35
105385,25,-7,32,115,13.85
105390,24,-7,31,115,12.85
105395,24,-8,32,117,12.69
105397,24,-8,32,117,13.42
105404,25,-8,33,118,12.83
105407,24,-8,32,119,12.38
105417,24,-8,32,115,12.69
105421,24,-8,32,116,12.69
105422,24,-8,32,115,13.06
105429,25,-7,32,115,12.69
105432,24,-8,32,114,13.27
105441,25,-8,33,112,12.58
105452,28,-7,35,76,2.93
105477,21,-14,35,134,4.38
105516,16.64,-11.28,27.92,62,0.75
105526,16.06,-2.39,18.45,334,0.75
105545,26,-8,34,112,3.36
105592,14.16,-5.03,19.19,362,0.75
105613,18.18,-11.46,29.64,41,0.75
105619,16.6,-8.73,25.33,205,0.75
105622,16.51,-0.64,17.15,345,0.75
105633,15.41,-2.6,18.01,365,0.75
105634,15.39,-4.07,19.46,626,0.75
105688,16.93,-2.38,19.31,328,0.75
105698,14.6,-9.8,24.4,102,0.75
105699,17.52,-12.73,30.25,44,0.75
105703,20,-11,31,58,5.07
