"","megadbid","Area","N","coast_km","maxaug_c","mindec_c","continen","precip_cm","CMD","Abn_Cya_l","Abn_Cya_s_m","Abn_For_p","Abn_For_sh","Abn_Mtx_m_l","Abn_Mtx_s","Abn_For_sum34_max8","Abn_Cya_sum34_max8","Abn_Mtx_sum34_max8","Abn_eutr","Abn_inter","Abn_meso","Abn_olig","Abn_sens","Abn_tol","Abn_Max_Cya","Abn_Max_For","Abn_Max_Mtx","Abn_Max_eutr","Abn_Max_inter","Abn_Max_meso","Abn_Max_olig","Abn_Max_sens","Abn_Max_tol","Abn_Log_Cya","Abn_Log_For","Abn_Log_Mtx","Abn_Log_eutr","Abn_Log_inter","Abn_Log_meso","Abn_Log_olig","Abn_Log_sens","Abn_Log_tol","Abn_Cya_sum34_max4","Abn_For_sum34_max4","Abn_Mtx_sum34_max4"
"2444",103343,"West",1.55,270,29,-5,34,35,688,0,0,0,3,0,3,3,0,3,0,0,0,6,6,0,0,3,3,0,0,0,3,3,0,0,0.111,0.11,0,0,0,0.1,0.1,0.01,0,3,3
"2445",102309,"West",2.25,724,29,-11,40,32,678,0,0,0,0,3,0,0,0,3,3,3,0,3,3,0,0,0,3,3,3,0,3,3,0,0,0,0.2,0.1,0.1,0,0.1,0.1,0,0,0,6
"2446",3981,"West",1.87,461,34,-2,36,40,734,0,0,0,0,4,4,0,0,8,20,12,8,4,12,4,0,0,4,4,4,4,4,4,4,0,0,5.012,1,1,1,1,1,1,0,0,20
"2447",3379,"West",3.43,148,28,-3,31,41,678,0,0,0,3,3,3,3,0,6,12,9,18,21,21,12,0,3,3,3,3,3,3,3,3,0,0.111,1.12,0.1,0.1,0.1,0.1,0.1,0.1,0,3,33
"2448",939,"West",1.68,204,27,-8,35,56,677,0,3,3,4,3,4,7,3,7,3,0,0,29,32,0,3,4,4,3,0,0,4,4,0,0.1,1.522,1.102,0.1,0,0,1,1,0.001,3,19,7
"2449",102375,"West",3.69,151,30,-4,34,128,687,0,0,0,3,3,3,3,0,6,9,9,12,27,24,9,0,3,3,3,3,3,3,3,3,0.01,0.131,1.04,0.1,0.1,0.1,0.1,0.1,0.1,0,3,30
"2450",104967,"West",3.96,338,27,-6,33,58,532,0,0,0,3,3,3,3,0,6,12,6,15,3,21,3,0,3,3,3,3,3,3,3,3,0,0.1,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0,3,18
"2451",105151,"West",3.86,838,28,-11,39,37,704,0,0,0,0,3,3,0,0,6,6,3,9,3,15,0,0,0,3,3,3,3,3,3,0,0,0,0.5,0.1,0.1,0.1,0.1,0.1,0,0,0,15
"2452",105016,"West",3.85,805,28,-12,40,47,722,0,0,0,3,3,3,3,0,6,15,9,36,6,42,3,0,3,3,3,3,3,3,3,3,0,0.1,1.3,0.1,0.1,0.1,0.1,0.1,0.1,0,3,39
"2453",104600,"West",16.56,51,27,1,26,97,702,0,0,0,3,3,0,3,0,3,6,0,0,3,6,6,0,3,3,3,0,0,3,3,3,0,0.1,0.31,0.1,0,0,0.1,0.1,0.1,0,3,9
"2454",1293,"West",1.45,247,26,-8,34,31,670,0,0,3,3,3,4,6,0,7,7,0,7,27,37,4,0,3,4,4,0,4,3,4,4,0,0.503,1.512,1,0,1,0.1,1,1,0,15,19
"2455",102387,"West",2.48,35,33,2,31,154,743,3,3,0,0,3,3,0,6,6,15,18,6,15,9,3,3,0,3,3,3,3,3,3,3,0.521,0.002,0.401,0.1,0.1,0.1,0.1,0.1,0.1,15,0,12
"2456",2865,"West",3.43,147,29,-1,30,43,700,0,3,0,4,4,4,4,3,8,37,19,32,25,38,24,3,4,4,4,4,4,4,4,4,0.211,1.004,4.42,1,1,1,1,1,1,6,4,54
"2457",1333,"West",1.43,252,26,-8,34,28,669,0,0,0,3,0,3,3,0,3,6,0,6,3,9,3,0,3,3,3,0,3,3,3,3,0,0.12,0.201,0.1,0,0.1,0.1,0.1,0.1,0,3,6
"2458",3652,"West",1.34,124,30,-7,37,45,700,0,0,0,3,3,3,3,0,6,6,0,12,15,30,3,0,3,3,3,0,3,3,3,3,0.001,0.11,0.821,0.1,0.001,0.1,0.1,0.1,0.1,0,3,24
"2459",877,"West",1.46,201,28,-8,36,48,683,0,4,4,4,0,4,8,4,4,3,0,3,20,23,3,4,4,4,3,0,3,4,4,3,1,3,1.101,0.1,0,0.1,1,1,0.1,4,12,7
"2460",102893,"West",2.4,640,29,-10,39,61,644,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,0,3,0,0,3,0,3,0,0,0.001,0.102,0.001,0.001,0.1,0.001,0.1,0.001,0,0,3
"2461",100566,"West",3.44,578,26,-10,36,37,732,0,0,0,0,4,3,0,0,7,7,0,3,0,11,0,0,0,4,4,0,3,0,4,0,0,0,2.112,1,0.01,0.1,0,1,0,0,0,11
"2462",1403,"West",1.57,242,26,-9,35,28,691,0,0,3,4,0,3,7,0,3,6,0,6,14,17,3,0,4,3,3,0,3,4,4,3,0,2.112,0.311,0.1,0,0.1,1,1,0.1,0,11,9
"2463",102066,"West",2.08,260,25,-6,31,62,609,0,0,3,3,3,3,6,0,6,3,0,3,12,15,3,0,3,3,3,0,3,3,3,3,0,0.3,0.21,0.1,0,0.1,0.1,0.1,0.1,0,9,6
"2464",102117,"West",3.14,25,26,0,26,214,466,0,0,3,3,3,0,6,0,3,6,6,27,24,39,6,0,3,3,3,3,3,3,3,3,0,0.621,0.83,0.1,0.1,0.1,0.1,0.1,0.1,0,18,24
"2465",101210,"West",3.06,983,26,-10,36,30,686,0,0,0,3,3,3,3,0,6,12,3,27,3,39,6,0,3,3,3,3,3,3,3,3,0,0.2,0.8,0.1,0.1,0.1,0.1,0.1,0.1,0,6,24
"2466",886,"West",1.55,193,26,-7,33,54,623,0,3,3,3,0,3,6,3,3,0,0,0,15,15,0,3,3,3,0,0,0,3,3,0,0.1,0.301,0.112,0.001,0.001,0.001,0.1,0.1,0.001,3,9,3
"2467",3373,"West",3.43,147,28,-2,30,44,680,0,0,0,3,3,0,3,0,3,15,6,18,9,21,9,0,3,3,3,3,3,3,3,3,0,0.2,0.72,0.1,0.1,0.1,0.1,0.1,0.1,0,6,21
"2468",915,"West",1.57,196,27,-8,35,57,654,0,0,4,3,0,3,7,0,3,0,0,0,13,13,0,0,4,3,0,0,0,4,4,0,0.001,1.2,0.101,0,0,0,1,1,0,0,10,3
"2469",957,"West",1.6,202,27,-8,35,57,653,0,3,3,3,0,3,6,3,3,0,0,0,15,15,0,3,3,3,0,0,0,3,3,0,0.1,0.31,0.1,0,0,0,0.1,0.1,0,3,9,3
"2470",3028,"West",2.89,146,28,-2,30,59,672,3,0,0,3,3,0,3,3,3,21,9,12,12,18,12,3,3,3,3,3,3,3,3,3,0.303,0.211,0.514,0.1,0.1,0.1,0.1,0.1,0.1,9,6,15
"2471",1632,"West",1.69,199,27,-6,33,35,694,0,3,3,3,3,3,6,3,6,0,0,0,18,21,0,3,3,3,0,0,0,3,3,0,0.1,0.421,0.211,0.01,0,0,0.1,0.1,0.01,3,12,6
"2472",942,"West",1.58,213,28,-8,36,52,685,0,3,3,3,0,3,6,3,3,0,0,0,18,18,0,3,3,3,0,0,0,3,3,0,0.1,0.401,0.102,0,0.001,0,0.1,0.1,0,3,12,3
"2473",3371,"West",3.43,148,29,-2,31,42,711,0,0,0,3,3,3,3,0,6,15,0,9,3,15,12,0,3,3,3,0,3,3,3,3,0.001,0.11,0.53,0.1,0.01,0.1,0.1,0.1,0.1,0,3,15
"2474",101654,"West",4.03,950,30,-11,41,36,785,0,0,0,0,4,3,0,0,7,10,4,3,0,9,0,0,0,4,4,4,3,0,3,0,0,0,1.31,1,1,0.1,0,0.1,0,0,0,13
"2475",1970,"West",2.35,168,27,-4,31,43,671,0,4,4,4,4,4,8,4,8,7,3,4,33,41,0,4,4,4,4,3,4,4,4,0,1.1,4.103,3.202,1,0.1,1,1,1,0.001,7,19,18
"2476",102114,"West",2.21,77,27,-3,30,147,560,0,0,3,3,3,0,6,0,3,0,0,0,21,18,0,0,3,3,0,0,0,3,3,0,0.001,0.34,0.431,0.001,0.01,0.01,0.1,0.1,0.01,0,9,12
"2477",104883,"West",2.67,911,27,-10,37,32,659,0,0,0,0,3,3,0,0,6,3,3,3,3,12,0,0,0,3,3,3,3,3,3,0,0,0,0.421,0.1,0.1,0.1,0.1,0.1,0.01,0,0,12
"2478",887,"West",1.46,207,27,-8,35,50,680,0,0,0,4,4,3,4,0,7,0,0,0,13,17,0,0,4,4,0,0,0,4,4,0,0,1.111,1.201,0,0,0,1,1,0,0,7,10
"2479",105094,"West",2.7,630,29,-9,38,56,694,0,0,0,3,3,3,3,0,6,6,0,6,6,15,6,0,3,3,3,0,3,3,3,3,0,0.1,0.42,0.1,0,0.1,0.1,0.1,0.1,0,3,12
"2480",1771,"West",2.2,180,27,-6,33,51,653,0,3,4,3,3,3,7,3,6,6,6,12,55,49,9,3,4,3,3,3,3,4,4,3,0.1,1.72,1,0.1,0.1,0.1,1,1,0.1,3,25,30
"2481",898,"West",1.74,188,27,-7,34,52,687,0,3,4,4,3,3,8,3,6,6,3,6,35,35,9,3,4,3,3,3,3,4,4,3,0.1,2.11,0.902,0.1,0.1,0.1,1,1,0.1,3,11,27
"2482",2810,"West",3.2,150,26,-4,30,51,602,3,0,0,4,4,4,4,3,8,32,16,23,20,22,28,3,4,4,4,4,4,4,4,4,0.212,1.3,6.322,1,1,1,1,1,1,6,13,33
"2483",3430,"West",1.04,178,27,-7,34,51,650,0,0,3,3,4,4,6,0,8,8,0,8,19,27,8,0,3,4,4,0,4,4,4,4,0.001,0.32,3.2,1,0,1,1,1,1,0,9,18
"2484",3377,"West",2.89,150,27,-3,30,43,667,0,3,3,4,4,3,7,3,7,17,10,9,24,15,16,3,4,4,4,4,3,3,3,4,0.123,1.32,1.63,1,1,0.1,0.1,0.1,1,3,13,22
"2485",2803,"West",3.2,149,27,-4,31,50,644,3,0,0,4,4,4,4,3,8,36,23,28,23,21,28,3,4,4,4,4,4,4,4,4,0.221,2.111,6.51,1,1,1,1,1,1,6,11,39
"2486",983,"West",1.46,199,27,-8,35,60,657,0,4,3,4,0,4,7,4,4,0,0,0,19,19,0,4,4,4,0,0,0,4,4,0,1,2.111,1.011,0,0,0,1,1,0,4,11,4
"2487",104360,"West",12.19,64,27,1,26,96,683,0,0,0,0,3,3,0,0,6,6,3,0,0,3,3,0,0,3,3,3,0,0,3,3,0,0,0.303,0.1,0.1,0.001,0,0.1,0.1,0,0,9
"2488",2519,"West",1.6,204,28,-8,36,54,669,0,3,3,3,0,3,6,3,3,0,0,0,15,15,0,3,3,3,0,0,0,3,3,0,0.1,0.305,0.101,0,0,0,0.1,0.1,0,3,9,3
"2489",3562,"West",2.04,288,30,-6,36,42,667,0,4,3,4,4,3,7,4,7,4,7,0,33,26,4,4,4,4,4,4,0,4,4,4,1,1.2,1.424,1,1,0.01,1,1,1,4,10,16
"2490",893,"West",1.32,227,27,-8,35,51,670,0,3,3,4,0,4,7,3,4,0,0,0,21,21,0,3,4,4,0,0,0,4,4,0,0.1,2.22,1.011,0,0,0,1,1,0,3,14,4
"2491",100687,"West",3.36,783,27,-13,40,46,704,0,0,0,3,3,3,3,0,6,15,9,21,6,30,3,0,3,3,3,3,3,3,3,3,0,0.1,0.9,0.1,0.1,0.1,0.1,0.1,0.1,0,3,27
"2492",973,"West",1.6,210,27,-8,35,53,674,0,3,3,4,3,4,7,3,7,0,0,0,23,23,0,3,4,4,0,0,0,4,4,0,0.1,1.311,1.111,0,0.01,0,1,1,0,3,13,7
"2493",104604,"West",3.91,229,24,-5,29,98,871,0,0,3,3,3,3,6,0,6,3,0,9,15,21,3,0,3,3,3,0,3,3,3,3,0,0.21,0.522,0.1,0.001,0.1,0.1,0.1,0.1,0,6,15
"2494",101284,"West",3.49,860,29,-9,38,39,719,0,0,0,0,3,3,0,0,6,9,6,15,0,15,0,0,0,3,3,3,3,0,3,0,0,0,0.6,0.1,0.1,0.1,0,0.1,0,0,0,18
"2495",100989,"West",4.02,585,26,-9,35,45,632,0,0,0,0,3,3,0,0,6,12,3,9,0,18,3,0,0,3,3,3,3,0,3,3,0,0,0.6,0.1,0.1,0.1,0,0.1,0.1,0,0,18
"2496",2480,"West",1.68,234,29,-4,33,32,767,0,0,0,3,0,0,3,0,0,0,0,0,6,6,0,0,3,0,0,0,0,3,3,0,0,0.2,0.021,0.001,0,0.001,0.1,0.1,0.01,0,6,0
"2497",104403,"West",2.15,148,24,-7,31,96,1459,0,0,0,3,0,0,3,0,0,0,0,0,6,6,0,0,3,0,0,0,0,3,3,0,0,0.2,0.03,0,0,0,0.1,0.1,0,0,6,0
"2498",103341,"West",1.94,237,27,-5,32,36,755,0,0,3,3,3,3,6,0,6,6,0,6,21,27,3,0,3,3,3,0,3,3,3,3,0.001,0.413,0.401,0.1,0,0.1,0.1,0.1,0.1,0,12,12
"2499",3052,"West",2.04,291,30,-6,36,42,736,0,4,4,4,4,4,8,4,8,13,15,11,61,43,17,4,4,4,4,4,4,4,4,4,1,3.301,5.503,1,1,1,1,1,1,4,21,35
"2500",955,"West",1.47,192,27,-8,35,67,660,0,4,4,4,3,3,8,4,6,0,0,0,30,30,0,4,4,3,0,0,0,4,4,0,1,2.411,0.201,0,0,0,1,1,0,4,20,6
"2501",938,"West",1.57,199,27,-8,35,53,668,0,3,3,3,0,4,6,3,4,0,0,0,19,19,0,3,3,4,0,0,0,4,4,0,0.1,0.402,1,0,0,0,1,1,0,3,12,4
"2502",102075,"West",2.6,212,28,-7,35,87,678,0,0,3,3,3,3,6,0,6,6,3,9,24,33,6,0,3,3,3,3,3,3,3,3,0,0.4,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0,12,21
"2503",961,"West",1.58,211,28,-8,36,52,675,0,3,3,3,0,3,6,3,3,0,0,0,15,15,0,3,3,3,0,0,0,3,3,0,0.1,0.321,0.101,0,0.001,0,0.1,0.1,0,3,9,3
"2504",104354,"West",10.19,53,28,2,26,88,725,0,0,0,3,3,3,3,0,6,24,12,12,6,21,9,0,3,3,3,3,3,3,3,3,0,0.1,1.112,0.1,0.1,0.1,0.1,0.1,0.1,0,3,33
"2505",994,"West",1.54,208,27,-9,36,56,676,0,3,4,4,0,4,8,3,4,0,0,0,21,21,0,3,4,4,0,0,0,4,4,0,0.1,2.21,1,0,0,0,1,1,0,3,14,4
"2506",102640,"West",1.6,209,27,-9,36,54,682,0,3,3,3,0,3,6,3,3,0,0,0,15,15,0,3,3,3,0,0,0,3,3,0,0.1,0.302,0.1,0,0,0,0.1,0.1,0,3,9,3
"2507",100922,"West",3.88,737,28,-8,36,40,674,0,0,0,0,3,3,0,0,6,3,3,9,0,12,0,0,0,3,3,3,3,0,3,0,0,0.01,0.41,0.1,0.1,0.1,0.01,0.1,0,0,0,12
"2508",100357,"West",3.92,401,27,-7,34,59,670,0,0,0,3,3,3,3,0,6,9,6,30,3,30,3,0,3,3,3,3,3,3,3,3,0.01,0.101,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0,3,21
"2509",2511,"West",1.66,198,27,-8,35,54,1273,0,4,4,4,3,4,8,4,7,3,0,3,26,29,3,4,4,4,3,0,3,4,4,3,1,3.131,1.213,0.1,0.001,0.1,1,1,0.1,4,15,10
"2510",970,"West",1.47,196,27,-8,35,65,646,0,4,3,4,0,4,7,4,4,0,0,0,39,39,0,4,4,4,0,0,0,4,4,0,1,1.611,1.123,0.001,0.01,0.001,1,1,0.001,4,22,7
"2511",984,"West",1.6,209,27,-9,36,54,682,0,3,3,3,0,4,6,3,4,0,0,0,13,13,0,3,3,4,0,0,0,4,4,0,0.1,0.21,1,0,0,0,1,1,0,3,6,4
"2512",102111,"West",1.87,62,28,-1,29,189,510,0,0,3,3,3,3,6,0,6,0,3,6,42,39,3,0,3,3,0,3,3,3,3,3,0,0.61,0.71,0,0.1,0.1,0.1,0.1,0.1,0,18,21
"2513",3375,"West",3.43,147,29,-1,30,46,699,0,0,0,0,3,3,0,0,6,9,0,9,0,12,3,0,0,3,3,0,3,0,3,3,0,0.01,0.32,0.1,0,0.1,0,0.1,0.1,0,0,9
"2514",3753,"West",2.62,186,27,-7,34,39,693,0,3,3,4,4,4,7,3,8,11,0,8,26,34,11,3,4,4,4,0,4,4,4,4,0.1,1.4,3.222,1,0.001,1,1,1,1,3,16,18
"2515",102620,"West",1.95,306,28,-6,34,41,633,0,0,0,3,3,3,3,0,6,6,0,6,9,18,3,0,3,3,3,0,3,3,3,3,0,0.2,0.4,0.1,0,0.1,0.1,0.1,0.1,0,6,12
"2516",102362,"West",2.28,210,28,-5,33,60,661,0,0,3,3,3,3,6,0,6,3,0,0,21,21,3,0,3,3,3,0,0,3,3,3,0.001,0.511,0.324,0.1,0.01,0.01,0.1,0.1,0.1,0,15,9
"2517",3828,"West",1.96,278,30,-5,35,35,685,0,4,3,4,4,4,7,4,8,4,10,3,49,39,7,4,4,4,4,4,3,4,4,4,1,1.512,2.452,1,1,0.1,1,1,1,4,19,20
"2518",1404,"West",1.4,247,26,-9,35,27,690,0,0,3,3,3,3,6,0,6,6,0,6,21,27,3,0,3,3,3,0,3,3,3,3,0,0.411,0.432,0.1,0.001,0.1,0.1,0.1,0.1,0,12,12
"2519",1290,"West",1.53,237,27,-9,36,31,702,0,0,3,3,0,3,6,0,3,0,0,0,12,9,0,0,3,3,0,0,0,3,3,0,0,0.301,0.11,0.01,0,0.01,0.1,0.1,0,0,9,3
"2520",100495,"West",6.16,49,29,-6,35,65,922,0,0,0,4,3,3,4,0,6,9,6,3,4,10,3,0,4,3,3,3,3,4,4,3,0,1,0.4,0.1,0.1,0.1,1,1,0.1,0,4,12
"2521",956,"West",1.47,197,27,-8,35,57,659,0,4,4,4,0,4,8,4,4,0,0,0,19,19,0,4,4,4,0,0,0,4,4,0,1,2.101,1.001,0,0,0,1,1,0,4,11,4
"2522",100847,"West",4.4,1033,28,-8,36,42,736,0,0,0,0,3,3,0,0,6,3,0,12,0,15,0,0,0,3,3,0,3,0,3,0,0,0.01,0.411,0.1,0.01,0.1,0.01,0.1,0.001,0,0,12
"2523",102073,"West",2.66,216,28,-5,33,105,631,0,3,3,3,3,3,6,3,6,0,0,6,24,30,0,3,3,3,0,0,3,3,3,0,0.1,0.41,0.521,0,0.01,0.1,0.1,0.1,0.001,3,12,15
"2524",102654,"West",2.43,121,30,-2,32,64,645,3,0,3,3,3,3,6,3,6,18,18,27,21,36,18,3,3,3,3,3,3,3,3,3,0.22,0.3,1.31,0.1,0.1,0.1,0.1,0.1,0.1,6,9,39
"2525",1292,"West",1.25,242,27,-9,36,31,698,0,0,0,3,0,3,3,0,3,6,0,6,6,12,3,0,3,3,3,0,3,3,3,3,0,0.11,0.31,0.1,0,0.1,0.1,0.1,0.1,0,3,9
"2526",104389,"West",14.48,91,25,-2,27,98,675,0,0,0,0,3,3,0,0,6,27,6,12,0,21,12,0,0,3,3,3,3,0,3,3,0,0,1.03,0.1,0.1,0.1,0,0.1,0.1,0,0,30
"2527",3480,"West",2.18,465,32,-5,37,46,741,0,0,0,0,3,3,0,0,6,12,3,6,0,9,3,0,0,3,3,3,3,0,3,3,0,0,0.41,0.1,0.1,0.1,0,0.1,0.1,0,0,12
"2528",102376,"West",3.7,119,23,-3,26,176,437,0,0,3,3,3,0,6,0,3,0,0,0,12,12,0,0,3,3,0,0,0,3,3,0,0,0.3,0.131,0.01,0,0,0.1,0.1,0.01,0,9,3
"2529",104976,"West",4.58,392,28,-7,35,58,721,0,0,0,0,3,3,0,0,6,6,3,6,0,9,0,0,0,3,3,3,3,0,3,0,0,0.001,0.3,0.1,0.1,0.1,0.001,0.1,0,0,0,9
"2530",3444,"West",3.46,150,28,-3,31,49,651,3,0,0,4,4,4,4,3,8,36,17,26,10,20,25,3,4,4,4,4,4,4,4,4,0.304,1.102,5.413,1,1,1,1,1,1,9,7,32
"2531",1233,"West",1.32,217,27,-9,36,40,694,0,3,3,3,0,3,6,3,3,0,0,0,15,15,0,3,3,3,0,0,0,3,3,0,0.1,0.3,0.1,0,0,0,0.1,0.1,0,3,9,3
"2532",100972,"West",3.17,659,27,-10,37,34,679,0,0,0,0,3,3,0,0,6,6,3,9,3,12,0,0,0,3,3,3,3,3,3,0,0,0,0.5,0.1,0.1,0.1,0.1,0.1,0,0,0,15
"2533",993,"West",1.44,203,28,-9,37,57,675,0,3,3,3,0,3,6,3,3,0,0,0,18,18,0,3,3,3,0,0,0,3,3,0,0.1,0.401,0.101,0,0,0,0.1,0.1,0,3,12,3
"2534",102928,"West",1.28,217,27,-9,36,40,694,0,3,3,3,0,3,6,3,3,0,0,0,18,18,0,3,3,3,0,0,0,3,3,0,0.1,0.4,0.1,0,0,0,0.1,0.1,0,3,12,3
"2535",4037,"West",1.38,236,28,-9,37,37,1295,0,0,0,3,3,4,3,0,7,4,0,4,12,16,4,0,3,4,4,0,4,3,4,4,0.001,0.2,1.214,1,0.001,1,0.1,1,1,0,6,10
"2536",102062,"West",3.09,214,26,-8,34,89,596,0,0,3,3,3,3,6,0,6,3,0,3,21,27,3,0,3,3,3,0,3,3,3,3,0,0.3,0.7,0.1,0,0.1,0.1,0.1,0.1,0,9,21
"2537",101398,"West",5.73,91,30,-1,31,123,747,3,3,0,0,3,3,0,6,6,24,9,12,0,27,6,3,0,3,3,3,3,0,3,3,0.22,0,0.8,0.1,0.1,0.1,0.01,0.1,0.1,6,0,24
"2538",100331,"West",2.49,575,24,-6,30,44,629,0,0,0,3,4,0,3,0,4,13,3,15,3,25,6,0,3,4,4,3,3,3,4,3,0,0.2,1.41,1,0.1,0.1,0.1,1,0.1,0,6,16
"2539",3043,"West",1.79,195,30,-4,34,39,815,0,3,0,3,3,3,3,3,6,24,12,24,3,27,12,3,3,3,3,3,3,3,3,3,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,3,3,33
"2540",102109,"West",2.89,38,29,3,26,159,622,3,0,0,3,3,0,3,3,3,3,3,9,9,21,0,3,3,3,3,3,3,3,3,0,0.112,0.331,0.343,0.1,0.1,0.1,0.1,0.1,0.01,3,9,9
"2541",104974,"West",4.21,449,27,-10,37,49,672,0,0,0,3,3,3,3,0,6,6,3,18,3,21,0,0,3,3,3,3,3,3,3,0,0,0.1,0.5,0.1,0.1,0.1,0.1,0.1,0,0,3,15
"2542",100433,"West",2.71,551,25,-7,32,42,768,0,3,0,3,3,3,3,3,6,12,3,21,3,30,3,3,3,3,3,3,3,3,3,3,0.1,0.1,0.6,0.1,0.1,0.1,0.1,0.1,0.1,3,3,18
"2543",3763,"West",2.15,420,29,-8,37,30,679,0,0,0,0,3,4,0,0,7,19,4,23,0,23,7,0,0,4,4,4,4,0,4,4,0,0,5.1,1,1,1,0,1,1,0,0,23
"2544",102061,"West",2.88,223,25,-8,33,85,575,0,0,3,3,3,3,6,0,6,3,0,3,18,24,3,0,3,3,3,0,3,3,3,3,0,0.3,0.5,0.1,0,0.1,0.1,0.1,0.1,0,9,15
"2545",103636,"West",2.25,195,29,-4,33,42,737,0,0,3,3,3,3,6,0,6,27,9,12,9,24,15,0,3,3,3,3,3,3,3,3,0,0.2,1,0.1,0.1,0.1,0.1,0.1,0.1,0,6,30
"2546",104598,"West",3.91,226,23,-5,28,103,803,0,0,3,3,3,3,6,0,6,0,0,0,18,21,0,0,3,3,0,0,0,3,3,0,0,0.302,0.442,0.01,0,0.01,0.1,0.1,0.01,0,9,12
"2547",3977,"West",2.2,128,30,-6,36,41,726,0,3,4,4,4,3,8,3,7,3,0,3,34,37,3,3,4,4,3,0,3,4,4,3,0.1,3.1,1.431,0.1,0.01,0.1,1,1,0.1,3,15,16
"2548",101684,"West",3.13,849,29,-7,36,30,737,0,0,0,0,3,3,0,0,6,9,3,12,3,21,0,0,0,3,3,3,3,3,3,0,0,0,0.7,0.1,0.1,0.1,0.1,0.1,0,0,0,21
"2549",2958,"West",3.43,148,30,-1,31,49,692,0,3,0,4,4,4,4,3,8,30,15,31,23,33,22,3,4,4,4,4,4,4,4,4,0.12,1.1,6.61,1,1,1,1,1,1,3,7,42
"2550",104294,"West",3.44,217,22,-6,28,112,843,0,0,3,3,3,3,6,0,6,3,0,9,21,27,3,0,3,3,3,0,3,3,3,3,0,0.401,0.504,0.1,0.001,0.1,0.1,0.1,0.1,0,12,15
"2551",1016,"West",1.55,201,27,-8,35,62,666,0,3,3,4,0,4,7,3,4,0,0,0,24,24,0,3,4,4,0,0,0,4,4,0,0.1,2.311,1.001,0,0,0,1,1,0,3,17,4
"2552",100729,"West",5.22,330,27,-5,32,43,723,0,0,0,0,3,3,0,0,6,0,0,3,3,12,0,0,0,3,0,0,3,3,3,0,0,0,0.301,0.001,0,0.1,0.1,0.1,0,0,0,9
"2553",102103,"West",3.51,113,31,-1,32,130,684,3,3,3,3,3,0,6,6,3,15,6,9,27,30,9,3,3,3,3,3,3,3,3,3,0.441,0.24,0.833,0.1,0.1,0.1,0.1,0.1,0.1,12,6,24
"2554",1017,"West",1.63,206,28,-9,37,59,672,0,3,3,3,0,3,6,3,3,0,0,0,18,18,0,3,3,3,0,0,0,3,3,0,0.1,0.41,0.112,0.01,0.01,0,0.1,0.1,0,3,12,3
"2555",102099,"West",4.84,120,33,0,33,113,777,0,3,0,3,3,3,3,3,6,24,15,12,3,18,9,3,3,3,3,3,3,3,3,3,0.31,0.1,0.7,0.1,0.1,0.1,0.1,0.1,0.1,9,3,21
"2556",102671,"West",2.04,68,31,0,31,105,750,3,0,3,3,3,0,6,3,3,18,12,18,57,51,21,3,3,3,3,3,3,3,3,3,0.312,0.71,1.14,0.1,0.1,0.1,0.1,0.1,0.1,9,21,33
"2557",102390,"West",2.17,54,32,0,32,148,658,3,0,3,0,3,0,3,3,3,3,6,3,36,33,3,3,3,3,3,3,3,3,3,3,0.4,0.3,0.41,0.1,0.1,0.1,0.1,0.1,0.1,12,9,12
"2558",1683,"West",1.57,193,27,-6,33,39,678,0,3,3,3,3,3,6,3,6,9,0,6,33,33,9,3,3,3,3,0,3,3,3,3,0.1,0.502,0.735,0.1,0.01,0.1,0.1,0.1,0.1,3,15,21
"2559",101208,"West",4.11,1011,29,-8,37,41,748,0,0,0,0,4,3,0,0,7,13,4,25,0,31,3,0,0,4,4,4,4,0,4,3,0,0.001,1.7,1,1,1,0.001,1,0.1,0,0,25
"2560",104295,"West",4.7,213,22,-7,29,103,834,0,0,3,3,3,3,6,0,6,3,0,9,15,24,3,0,3,3,3,0,3,3,3,3,0,0.3,0.511,0.1,0.001,0.1,0.1,0.1,0.1,0,9,15
"2561",101061,"West",8.4,32,27,4,23,62,707,0,3,0,3,3,3,3,3,6,39,15,18,3,30,15,3,3,3,3,3,3,3,3,3,0.211,0.3,1.032,0.1,0.1,0.1,0.1,0.1,0.1,6,9,30
"2562",102635,"West",1.72,241,28,-8,36,45,680,0,0,0,3,0,3,3,0,3,0,0,0,9,9,0,0,3,3,0,0,0,3,3,0,0.01,0.22,0.1,0,0,0,0.1,0.1,0,0,6,3
"2563",105074,"West",1.94,77,27,-1,28,214,536,3,0,3,3,3,3,6,3,6,6,12,9,33,39,0,3,3,3,3,3,3,3,3,0,0.362,0.61,0.651,0.1,0.1,0.1,0.1,0.1,0.01,9,18,18
"2564",101342,"West",3.23,537,27,-9,36,35,680,0,0,0,0,3,3,0,0,6,3,3,9,3,12,0,0,0,3,3,3,3,3,3,0,0,0,0.4,0.1,0.1,0.1,0.1,0.1,0,0,0,12
"2565",104349,"West",8.29,102,25,-5,30,67,687,0,0,0,0,3,3,0,0,6,9,0,9,0,12,6,0,0,3,3,0,3,0,3,3,0,0,0.512,0.1,0.001,0.1,0.01,0.1,0.1,0,0,15
